token	lemma	semantic_tags
membohongi	membohongi	G2.2- E4.1+
membohongi	membohongi	L2
membohongi	membohongi	M7/G1.1 M6
memboikot	memboikot	S1.1.3- A1.8-
membolehkan	membolehkan	A10+ S8+
membolehkan	membolehkan	S6- A1.7-
membolehkan	membolehkan	S7.4+
membolehkan	membolehkan	S7.4+ E2+ G1.1
membolehkan	membolehkan	S7.4+ I2.2/H1 T2-
membolehkan	membolehkan	S7.4+ S8+ X2.1
membolot	membolot	A1.1.1
membombardir	membombardir	E3- M1/N3.8+
membombardir	membombardir	G3 N5+ Q2.2 A1.1.1
membondot	membondot	A1.1.1 M2 Y2
membondot	membondot	A1.1.1 N5+ A1.8+ B3
membondot	membondot	A2.2 A1.1.1 S5+ S6+ A1.7+
membondot	membondot	A2.2 S5+ M3 A1.1.1
membondot	membondot	S5+
membongak	membongak	G2.1-
membongak	membongak	S1.2.3+/Q2.2
membongkar	membongkar	A1.1.1
membongkar	membongkar	A1.1.1 M1
membongkar	membongkar	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
membongkar	membongkar	A1.1.2 A1.1.1 X9.2+/G3 S7.1+ E4.1-
membongkar	membongkar	A1.1.2 B2- N3.2-/A2.1
membongkar	membongkar	A1.1.2 E3- G2.2- G2.1-
membongkar	membongkar	A1.1.2 F1
membongkar	membongkar	A1.1.2 X3.2 X9.2+ B2-/X1 Q2.2/E4.1+
membongkar	membongkar	A1.7- A1.1.1
membongkar	membongkar	A10+
membongkar	membongkar	A10+ A15- G2.2-/S3.2
membongkar	membongkar	A2.1+ T2+ A5.1+/A2.1 N3.2+/A2.1 H1 A9+ C1
membongkar	membongkar	A5.1++
membongkar	membongkar	A6.1- S3.1-
membongkar	membongkar	B2- A1.1.2
membongkar	membongkar	B5- A1.1.1 A9-
membongkar	membongkar	G2.1-
membongkar	membongkar	M2
membongkar	membongkar	M2 A7+ A10+ I1.1 B4 O4.1
membongkar	membongkar	M2 M1 N5-/A2.1 O1.2/M1 B2- T2- A9- A1.8- X9.2-/K5 X3.2
membongkar	membongkar	O1.2 X5.2-
membongkar	membongkar	O4.4 Q2.2 M2
membongkar	membongkar	Q2.2 A10+
membongkar	membongkar	Q2.2 X7- T2-
membongkar	membongkar	S1.1.3+++/X7- M1/X7-
membongkar	membongkar	S3.2/S2.2m
membongkar	membongkar	T2-/T1.3
membongkar	membongkar	X2.4/X7-
membongkar	membongkar	X6+ X9.2+
membongkar	membongkar	X9.2+
membongkar	membongkar	X9.2- A5.1-/A2.1
membongkok	membongkok	M1 G2.2-
membongkok	membongkok	O4.1/B1
membongkok	membongkok	O4.4
membongkok	membongkok	O4.4 A2.1+ M1
membongkok	membongkok	O4.4 S5+
membongkok	membongkok	O4.4/B1
membongkok	membongkok	O4.4/B1 N5-/A2.1
membongkok	membongkok	X4.1
membongkok	membongkok	Z1
membongkokkan	membongkokkan	O4.1/B1
membonjol	membonjol	O4.1
membonjol	membonjol	O4.2- O4.4
membonjol	membonjol	O4.4 A11.2+
membonjol	membonjol	T2+ E5- E3-
membordir	membordir	B5 Q2.2
membordir	membordir	C1 A1.1.1
memborongkan	memborongkan	I2.2
memboroskan	memboroskan	A1.5.1 F1
memboroskan	memboroskan	F1
memboroskan	memboroskan	M2
memboroskan	memboroskan	N5.2+ X9.2- N3.2-/A2.1
membosankan	membosankan	A6.2+
membosankan	membosankan	B1 B2- X5.2-
membosankan	membosankan	B4
membosankan	membosankan	O1.2-
membosankan	membosankan	O4.3
membosankan	membosankan	O4.5
membosankan	membosankan	S1.2.3+
membosankan	membosankan	X2
membosankan	membosankan	X3.1
membosankan	membosankan	X5.1- O4.2+
membosankan	membosankan	X5.2-
membosankan	membosankan	X5.2- A1.1.1
membosankan	membosankan	X5.2- A1.1.1@
membosankan	membosankan	X5.2- A6.2+
membotolkan	membotolkan	A1.1.1 E5- A10-
membran	membran	B1 O2
membredel	membredel	A10- S7.4-
membrek	membrek	M8
membuahi	membuahi	F4 A2.2
membuahi	membuahi	F4 B1
membuahi	membuahi	N5.1+ O1.2 B1
membuahkan	membuahkan	A2.2
membuahkan	membuahkan	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4
membuahkan	membuahkan	A2.2 A9-
membuahkan	membuahkan	A9- A1.1.1
membuahkan	membuahkan	B5 A1.1.1 B2- S7.4+
membuahkan	membuahkan	F1 X9.2+
membuahkan	membuahkan	M1 M2 A1.1.1 A1.9 A9- T2-
membuahkan	membuahkan	M2 E2+ A8 A9+ A1.1.1 M6 B1@
membuahkan	membuahkan	M2 Q2.1 X9.2+ B3 S9%
membuahkan	membuahkan	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
membuahkan	membuahkan	Q2.2 S7.1- A9- K5.1
membuahkan	membuahkan	S1.2.5-
membuahkan	membuahkan	S7.1- A2.1+ A1.1.1 A9-
membuai	membuai	M1 M2 A2.1+ A2.2
membuai	membuai	M1 M2 E5- K2
membuai	membuai	M2
membuai	membuai	M2 M1
membuai	membuai	X5.2+
membuaikan	membuaikan	M1 M2 E5- K2
membuak	membuak	N5
membuak	membuak	O2 X3.2 N5+/A2.1 F1
membual	membual	A10+
membual	membual	O2 X3.2 N5+/A2.1 F1
membual	membual	S1.2.3+/Q2.2
membualkan	membualkan	A10+
membualkan	membualkan	S1.2.3+/Q2.2
membuang	membuang	A1.1.1 X6+ Q2.1 G2.1/A5.2-
membuang	membuang	A1.5.1 F1
membuang	membuang	A1.9
membuang	membuang	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1
membuang	membuang	A11.1- X2.1- I3.1- S7.4+/M1 G2.1
membuang	membuang	A2.1+ M2
membuang	membuang	A9- A1.1.1
membuang	membuang	A9- A1.1.2 Q2.2
membuang	membuang	B2-
membuang	membuang	B2- A1.5.1/N5.1+
membuang	membuang	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
membuang	membuang	E2- A1.1.1
membuang	membuang	E3- A1.1.1 T2-
membuang	membuang	F4
membuang	membuang	I3.1- E3- A1.1.1 A11.2+ A8 E2+ X3.2 A9+
membuang	membuang	K4 A4.1 M2 G1.2 S9 A9- A1.1.1
membuang	membuang	M1 M2 A1.1.1
membuang	membuang	M1 M2 I1.2
membuang	membuang	M2
membuang	membuang	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
membuang	membuang	M2 A2.2 Q2.2 A1.1.1 X2.5-
membuang	membuang	M2 A7+ A10+ I1.1 B4 O4.1
membuang	membuang	M2 A9-
membuang	membuang	M2 T2- I2.2/I1.3- S3.1- Y2
membuang	membuang	M2 X7- T2-
membuang	membuang	M4
membuang	membuang	N5.2+ X9.2- N3.2-/A2.1
membuang	membuang	O4.6- A1.1.2@
membuang	membuang	Q2.2/E2-
membuang	membuang	T2- S7.4- G2.1
membuang	membuang	T4- M2 M1
membuang	membuang	X2.5-
membuang	membuang	X7-
membuang	membuang	X7- T2-
membuang	membuang	Z2/S2mf
membuangkan	membuangkan	A1.9
membuangkan	membuangkan	A9- E3/L1-
membuangkan	membuangkan	B1
membuangkan	membuangkan	O4.6- A1.1.2@
membuas	membuas	E3- N3.2+
membuat	membuat	A1.1.1
membuat	membuat	A1.1.1 A2.2 E1
membuat	membuat	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+
membuat	membuat	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5
membuat	membuat	A1.1.1 K4 X9.2+
membuat	membuat	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3
membuat	membuat	A1.1.1 X6+ Q2.1 G2.1/A5.2-
membuat	membuat	A1.1.2 B2- N3.2-/A2.1
membuat	membuat	A2.1+ A5.1-/A2.1
membuat	membuat	A2.2
membuat	membuat	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4
membuat	membuat	A2.2 A9-
membuat	membuat	A2.2 K4/Q2.2 Q2.2
membuat	membuat	A2.2 Q2.2
membuat	membuat	A4.2-
membuat	membuat	A5.2- A1.1.1
membuat	membuat	A9+ I1.1
membuat	membuat	A9+ N5+/A2.1
membuat	membuat	A9+ Z5 A2.2 S4
membuat	membuat	A9-
membuat	membuat	A9- A1.1.1
membuat	membuat	A9- A2.2 S1.1.3+
membuat	membuat	A9- Q2.2
membuat	membuat	C1
membuat	membuat	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
membuat	membuat	E3- A1.1.1 A2.1+ A11.2+ A10+ M1 G3
membuat	membuat	F1
membuat	membuat	F1 A9- S8+ M2@
membuat	membuat	F2 N5+/A2.1 A1.1.1
membuat	membuat	I1.1
membuat	membuat	I1.1 A9+
membuat	membuat	I1.3 O3 G2.1 M1 G3%
membuat	membuat	K4 A1.1.1 A5.4-
membuat	membuat	K5 A5.1 N3.1 X9.2+ A1.1.1
membuat	membuat	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
membuat	membuat	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
membuat	membuat	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
membuat	membuat	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
membuat	membuat	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
membuat	membuat	Q1.2 Q1.1 G2.1 I3.1 S9
membuat	membuat	Q2.2 N3.2-/A2.1 A9+ I2.1
membuat	membuat	Q4.3
membuat	membuat	S3.2 A2.2
membuat	membuat	S7.1+ X9.1+
membuat	membuat	S7.1- A2.1+ A1.1.1 A9-
membuat	membuat	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1
membuat	membuat	S8-
membuat	membuat	S9 A9-
membuat	membuat	T2+ A2.1+ A1.8+ A3+ A1.1.1
membuat	membuat	T2+ X6+
membuat	membuat	X2.5+
membuat	membuat	X2.5+ X9.2+
membuat	membuat	X5.2+ T2+ S3.2+ E3-
membuat-buat	membuat-buat	A5.2- A1.1.1
membuatkan	membuatkan	A1.1.1
membuatkan	membuatkan	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+
membuatkan	membuatkan	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5
membuatkan	membuatkan	A2.2
membuatkan	membuatkan	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4
membuatkan	membuatkan	A2.2 Q2.2
membuatkan	membuatkan	A9+ N5+/A2.1
membuatkan	membuatkan	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
membuatkan	membuatkan	A9+ Z5 A2.2 S4
membuatkan	membuatkan	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
membuatkan	membuatkan	F1
membuatkan	membuatkan	H5 B1%
membuatkan	membuatkan	M1 N3.3 Q2.1 X9.2+
membuatkan	membuatkan	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
membuatkan	membuatkan	Q2.2
membuatkan	membuatkan	S3.2 A2.2
membuatkan	membuatkan	T2+ A2.1+ A1.8+ A3+ A1.1.1
membuatkan	membuatkan	T2+ X6+
membuaya	membuaya	A5.2-
membuaya	membuaya	G2.2-/A5.2-
membuaya	membuaya	M1 N3.8- S7.1-
membuaya	membuaya	M1/A10- A9+/A10- M2
membuaya	membuaya	M1/N3.8---
membuaya	membuaya	S1.1.1
membuayai	membuayai	A5.2-
membuayai	membuayai	E5-
membuayai	membuayai	G2.2-/A5.2-
membubarkan	membubarkan	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
membubarkan	membubarkan	A1.1.1 T2-
membubarkan	membubarkan	A1.7-/M1 I3.1 I1.2 O1.2 G3
membubarkan	membubarkan	A11.1- X2.1- I3.1- S7.4+/M1 G2.1
membubarkan	membubarkan	B2- A1.5.1/N5.1+
membubarkan	membubarkan	G2.2+ A10+
membubarkan	membubarkan	I3.1- G3 M2 A2.2 Q2.2
membubarkan	membubarkan	M1 N3.6+/A2.1
membubarkan	membubarkan	M1 N3.6+/A2.1 T2-
membubarkan	membubarkan	M2
membubarkan	membubarkan	M2 M1
membubarkan	membubarkan	M2 M1 N5-/A2.1 O1.2/M1 B2- T2- A9- A1.8- X9.2-/K5 X3.2
membubarkan	membubarkan	N5--- M1/M4
membubarkan	membubarkan	S6- A1.7-
membubarkan	membubarkan	T2-
membubarkan	membubarkan	T2- A1.1.2 G2.1/T2-
membubuh	membubuh	A1.1.1 S7.1+
membubuh	membubuh	A1.5.1 S7.1+
membubuh	membubuh	A1.8+/N4
membubuh	membubuh	A10-
membubuh	membubuh	A9-
membubuh	membubuh	M2 Q2.1 Q2.2 A1.1.1
membubuh	membubuh	N5+/A2.1 N2 A1.8+
membubuh	membubuh	Q1.2 X2.2+ Q2.2 Y2
membubuh	membubuh	Q2.2 A1.1.1 G3
membubuh	membubuh	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
membubuh	membubuh	T2+ X6+
membubuhi	membubuhi	F4 A1.1.1 F3/G2.2-@
membubuhi	membubuhi	Q2.2 A1.1.1 G3
membubuhi	membubuhi	S1.2.4-
membubuk	membubuk	A1.1.1 A1.1.2
membubuk	membubuk	A1.1.1 X3.2 M2 F1 A1.1.1/O4.5 X8+ K1
membubuk	membubuk	A1.1.2 F1
membubuk	membubuk	B4
membubuk	membubuk	F1 A1.1.1 X3.2
membubuk	membubuk	O4.6+ E3-
membubul	membubul	A5.1+/A2.1 S8+/A1.1.2- M1
membubul	membubul	A5.3+/A2.1
membubul	membubul	N5+/A2.1 M1 N3.3+ X3.2+
membubul	membubul	S8+
membubul	membubul	X5.2+ Q4.3
membudayakan	membudayakan	B1 O4.5
membudayakan	membudayakan	P1
membudayakan	membudayakan	P1 A5.1+ O4.2+ S1.2.4+
membujuk	membujuk	M2 A9+ Q4 S7.4+ B1% B2-%
membujuk	membujuk	O4.2+ S3.2
membujuk	membujuk	Q2.2
membujuk	membujuk	S7.2+/Q2.2 O4.2+
membujur	membujur	A5.2- M1 T2++ M6 A3+
membujur	membujur	T1.3+ N3.2+/A2.1 N5+/A2.1
membujurkan	membujurkan	M2 A1.1.1
membujurkan	membujurkan	N3.6 M1 N3.7+/A2.1 A4.2-/A2.1 T1.3 A12- A2.1+ X8+
membuka	membuka	A1.1.1
membuka	membuka	A1.1.1 S1.1.1
membuka	membuka	A1.1.1 X2.5+ Y2 K5.1
membuka	membuka	A1.7-
membuka	membuka	A1.7- A1.1.1
membuka	membuka	A10+
membuka	membuka	A10+ T2+
membuka	membuka	A5.2+ X2.4
membuka	membuka	B5- A1.1.1 A9-
membuka	membuka	E5-
membuka	membuka	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
membuka	membuka	M1
membuka	membuka	M2
membuka	membuka	M2 A1.1.1
membuka	membuka	N2
membuka	membuka	Q2.1
membuka	membuka	Q2.2
membuka	membuka	Q2.2 A10+
membuka	membuka	T2+
membuka	membuka	T2+ E5- E3-
membuka	membuka	T2+ X6+
membukakan	membukakan	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
membukakan	membukakan	A10+ T2+
membukit	membukit	A9+
membukit	membukit	A9+ N5+/A2.1
membuktikan	membuktikan	A10+ S1.1.1
membuktikan	membuktikan	A2.1+ S9 K5.1
membuktikan	membuktikan	A5.2+
membuktikan	membuktikan	A5.2+ X2.4
membuktikan	membuktikan	A7+ Q2.2 S9@
membuktikan	membuktikan	G2.1 A5.2+
membuktikan	membuktikan	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1
membuktikan	membuktikan	P1 B3 X2.4 A12-
membuktikan	membuktikan	Q1.1 B1%
membuktikan	membuktikan	Q2.2 S1.2.3+ A7+
membuktikan	membuktikan	Q2.2/A5.2+ A10+/A5.2+
membuktikan	membuktikan	Q3 Q1.2 X3.2+ X2.5+ P1 A10+
membuktikan	membuktikan	S7.1+ A1.7+
membuktikan	membuktikan	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
membukukan	membukukan	Q1.2 M2 I3.1
membukut	membukut	A1.1.1
membukut	membukut	A1.8+
membukut	membukut	A10-
membukut	membukut	A10- M1 N3.6 S8+ I1.1 A1.8+ N5 Q2.1 A1.1.1
membukut	membukut	F4 L2
membukut	membukut	M1
membukut	membukut	M2 M1 B1 O4.4
membukut	membukut	Q2.2 S7.1-
membukut	membukut	S3.2 S8+ A1.8+
membulang	membulang	B1 B2- X5.2-
membulang	membulang	B5 A1.1.1 B2- S7.4+
membulat	membulat	O4.4
membulati	membulati	B5-
membulati	membulati	B5- A1.1.1 A9-
membulatkan	membulatkan	M1
membulatkan	membulatkan	M1 M6
membulatkan	membulatkan	O4.4
membuli	membuli	E3- G2.2-
membuli	membuli	S7.1+ E5
membumbui	membumbui	F1
membumbui	membumbui	F1 X5.2+
membumbui	membumbui	O4.2+/A2.1
membumbui	membumbui	X5.2+ F1
membumbun	membumbun	A9+
membumbun	membumbun	A9+/N5+
membumbun	membumbun	M1 N5.1+
membumbun	membumbun	M2
membumbun	membumbun	N5+
membumbung	membumbung	X3.2+/A2.1 O4.4/A2.1 N5+/A2.1
membumi	membumi	A6.1 S1.2.1+/E3+ X2.5+
membumi	membumi	E3+ M6 A3+ A2.2
membumi	membumi	H4
membumi	membumi	H4 A1.5.1 G3 X5.1+ A1.1.1 T1.3
membumi	membumi	M1 M2 M4 N5-/A2.1 X3.2-/A2.1 A2.1+ E4.1- A1.1.1 F2 K5.1@
membumi	membumi	M1 M2 M5 M4 A9+ A2.2
membumi	membumi	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2
membumi	membumi	M8 X9.2+ I1.2 H4 E4.2+ X6+
membumi	membumi	N5-/A2.1 W3
membumi	membumi	S1.2.5+/A2.1 A10-
membumi	membumi	X6+
membumihanguskan	membumihanguskan	A1.1.2
membumihanguskan	membumihanguskan	A1.1.2 I1.1---
membumihanguskan	membumihanguskan	S3.2/T2+
membuncah	membuncah	X2.5-
membuncahkan	membuncahkan	A2.1+ M2
membuncahkan	membuncahkan	E3-
membuncahkan	membuncahkan	E4.1- A2.1+ M2
membuncahkan	membuncahkan	Q2.2 X7- T2-
membuncahkan	membuncahkan	X3.3 M6 Q2.2 E1 E2-
membuncahkan	membuncahkan	X5.1- A2.1+
membuncit	membuncit	X3.2+/A2.1 O4.4/A2.1 N5+/A2.1
membuncitkan	membuncitkan	A1.1.1 N5+/A2.1 E3- G3
membuncitkan	membuncitkan	B5 Q2.2
membuncitkan	membuncitkan	F3 B1 O1.3 F1 S3.2/S2.2m
membuncitkan	membuncitkan	N3.2+/A2.1 A4.2+/Q2.1
membuncitkan	membuncitkan	N3.4+ N3.2+/A2.1+ I1.3+/A2.1
membuncitkan	membuncitkan	N5++ P1
membuncitkan	membuncitkan	T2- N5++
membundar	membundar	M1
membundar	membundar	M1 M6
membundarkan	membundarkan	M1
membunga-bungai	membunga-bungai	B5 Q2.2
membunga-bungai	membunga-bungai	O4.2+
membungai	membungai	B5 Q2.2
membungai	membungai	O4.2+
membungkam	membungkam	Q2.2- A1.7+/Q2.1 B1 E4.1+ B3 A1.7+/L2 A10-
membungkam	membungkam	S8- A1.1.2 G2.1-
membungkam	membungkam	X3.2-
membungkam	membungkam	X3.2- N5-
membungkus	membungkus	A1.1.1
membungkus	membungkus	A1.1.1 M2 Y2
membungkus	membungkus	A1.1.1 N5+ A1.8+ B3
membungkus	membungkus	A1.1.1/A10-
membungkus	membungkus	A1.8+
membungkus	membungkus	A10-
membungkus	membungkus	A10- M1 N3.6 S8+ I1.1 A1.8+ N5 Q2.1 A1.1.1
membungkus	membungkus	K5.1 A1.1.1 E3-
membungkus	membungkus	M1 N5.1+
membungkus	membungkus	M2 A9+ Q4 S7.4+ B1% B2-%
membungkus	membungkus	M2 M1 B1 O4.4
membungkus	membungkus	N3.2-
membungkus	membungkus	O2
membungkus	membungkus	S5+
membunting	membunting	A1.1.1 A10- T2-
membunting	membunting	N5.1+ I3.1 Q1.2@
membuntukan	membuntukan	A10- S8- K4%
membuntukan	membuntukan	H1
membuntukan	membuntukan	M2 A1.1.1 F1 S7.1+@ Z4@
membuntukan	membuntukan	O4.6- M8 T2- E5-
membuntukan	membuntukan	S1.1.2-
membuntukan	membuntukan	S8-
membuntukan	membuntukan	T2- N5++
membuntukan	membuntukan	T2- S8- M8 H4 A1.1.1@
membuntukan	membuntukan	X2.2-
membuntungkan	membuntungkan	B3
membuntut	membuntut	A6.1+ S7.1-
membuntut	membuntut	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1 X3.4
membuntuti	membuntuti	A1.1.1 X8+ X2.4 M1
membuntuti	membuntuti	A10+ C1 X2.4 Q2.1
membuntuti	membuntuti	A3+ Z5
membuntuti	membuntuti	A6.1+ S7.1-
membuntuti	membuntuti	A9+ S4
membuntuti	membuntuti	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2
membuntuti	membuntuti	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1 X3.4
membuntuti	membuntuti	M1 X7+ X2.4
membuntuti	membuntuti	M2 T1.3
membuntuti	membuntuti	S3.1 K2 T1.1.2
membuntuti	membuntuti	X2.4
membuntuti	membuntuti	X2.4 M2 S7.1-
membuntuti	membuntuti	X3.4 S7.1 X2.4 A1.3+
membuntuti	membuntuti	X9.2+ N4
membunuh	membunuh	A9+ K5.1
membunuh	membunuh	A9- E3/L1-
membunuh	membunuh	E3- Q2.1
membunuh	membunuh	L1-
membunuh	membunuh	L1- A1.1.1
membunuh	membunuh	L1- A12- A1.5.1 E4.1-/A2.2
membunuh	membunuh	L1- S7.1+ A1.1.2
membunuh	membunuh	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
membunuh	membunuh	M2
membunuh	membunuh	T2-
membunuh	membunuh	X9.2+
membunyikan	membunyikan	A1.1.1 X3.2
membunyikan	membunyikan	A10-
membunyikan	membunyikan	E3-
membunyikan	membunyikan	K2
membunyikan	membunyikan	K5.1/L2 M1
membunyikan	membunyikan	M1 M2 S8-
membunyikan	membunyikan	Q1.3 X3.2 A8 O4.4
membunyikan	membunyikan	Q2.1
membunyikan	membunyikan	Q3 Q2.2
membunyikan	membunyikan	X3.2
membunyikan	membunyikan	X3.2 Q2.2 A8 N3.1%
membunyikan	membunyikan	X5.2+ T2+ S3.2+ E3-
membura	membura	A1.1.1
membura	membura	A1.1.1 E3-
membura	membura	B1 W4 X3.2
memburakan	memburakan	A1.1.1
memburakan	memburakan	N5
memburakan	memburakan	Q2.1
memburas	memburas	Q2.1
memburu	memburu	A1.1.1 A1.1.2
memburu	memburu	A1.1.1 X8+ S7.1+ E6-
memburu	memburu	A1.1.1 X8+ X2.4 M1
memburu	memburu	B1 A1.1.1
memburu	memburu	E6-
memburu	memburu	G2.1
memburu	memburu	L2 K5.1 X2.4
memburu	memburu	M1 X7+ X2.4
memburu	memburu	M1/N3.8+
memburu	memburu	N3.5 X2.1 E6- A2.1+
memburu	memburu	Z4
memburu-buru	memburu-buru	N3.8+ M1/N3.8+ M2/N3.8+
memburuk	memburuk	A5.1-/A2.1
memburuk	memburuk	A9-
memburuk	memburuk	E3-
memburuk-burukkan	memburuk-burukkan	Q2.2/A5.2- Q2.2/A5.1- G2.2-
memburukkan	memburukkan	A1.1.2/O4.4
memburukkan	memburukkan	A5.1-/A2.1
memburukkan	memburukkan	S8-
membusakan	membusakan	A1.1.1 X9.2- B1 W4 I1.2 A1.5.1/N5.1+ E5- O3 A2.1+
membusakan	membusakan	O4.6- A1.1.2@
membusuk	membusuk	A1.1.2 S5-/A2.1
membusuk	membusuk	O4.2-/A2.1 B2-
membusuk	membusuk	X3.5/A5.1- G2.2-
membusukkan	membusukkan	G2.2-
membusukkan	membusukkan	Q2.2/G2.2-
membusukkan	membusukkan	S7.2- A5.1-/A2.1 A1.1.2
membusung	membusung	N3.4+ N3.2+/A2.1+ I1.3+/A2.1
membusungkan	membusungkan	N3.2+/A2.1
membusungkan	membusungkan	N3.4+ N3.2+/A2.1+ I1.3+/A2.1
membusungkan	membusungkan	X3.2+/A2.1 O4.4/A2.1 N5+/A2.1
membutakan	membutakan	X3.4-
membutangkan	membutangkan	B5
membutirkan	membutirkan	Q2.2
membutuhkan	membutuhkan	A1.5.1 F1
membutuhkan	membutuhkan	A1.8+ A1.7+
membutuhkan	membutuhkan	A9+
membutuhkan	membutuhkan	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
membutuhkan	membutuhkan	A9+ X2.5+ S1.2.1+ S7.4+
membutuhkan	membutuhkan	I2.2
membutuhkan	membutuhkan	M2
membutuhkan	membutuhkan	M2 A2.2
membutuhkan	membutuhkan	M2 A9+ Q4 S7.4+ B1% B2-%
membutuhkan	membutuhkan	M3 A1.1.1 X5.2+ M2 S7.1+
membutuhkan	membutuhkan	N5.1+ I3.1 Q1.2@
membutuhkan	membutuhkan	Q2.2
membutuhkan	membutuhkan	Q2.2 A9+
membutuhkan	membutuhkan	Q2.2 N3.2-/A2.1 A9+ I2.1
membutuhkan	membutuhkan	Q2.2 Q2.1
membutuhkan	membutuhkan	Q4.3
membutuhkan	membutuhkan	S6+
membutuhkan	membutuhkan	S7.1+ A2.2 M2 A1.1.1
membutuhkan	membutuhkan	S7.1+ X9.1+
membutuhkan	membutuhkan	X2.1 A5.4-/A8
membutuhkan	membutuhkan	X2.1 X2.4 X6
membutuhkan	membutuhkan	X2.1/A6.1+ Q4.2/I2.2 A9-/I1 I2.2/I1
membutuhkan	membutuhkan	X2.3+ P1
membutuhkan	membutuhkan	X7+
membutuhkan	membutuhkan	X7+ M6
membutuhkan	membutuhkan	X7+ S6+ A7+ S3.2 A9-
membuyarkan	membuyarkan	A1.1.1
membuyarkan	membuyarkan	A1.1.1 B3
membuyarkan	membuyarkan	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
membuyarkan	membuyarkan	A2.1+ O4.6+
membuyarkan	membuyarkan	A6.2+ A8 S8+ X5.1+
membuyarkan	membuyarkan	A6.3+ O4.1
membuyarkan	membuyarkan	A9-
membuyarkan	membuyarkan	B5/A1.1.2
membuyarkan	membuyarkan	K1 K5.1 K5.2 K2 K3 A1.1.1 K6
membuyarkan	membuyarkan	L2 K5.1 X2.4
membuyarkan	membuyarkan	M1 M2
membuyarkan	membuyarkan	M1 N3.6+/A2.1
membuyarkan	membuyarkan	M1 N3.6+/A2.1 T2-
membuyarkan	membuyarkan	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
membuyarkan	membuyarkan	M2 A1.1.1
membuyarkan	membuyarkan	M2 A9+ Q4 S7.4+ B1% B2-%
membuyarkan	membuyarkan	M2 M1
membuyarkan	membuyarkan	M2 M1 A2.1+ E1 H4/A2.1
membuyarkan	membuyarkan	S7.3+ M1/N3.8+
membuyarkan	membuyarkan	S8+
membuyarkan	membuyarkan	X7+/Q2.2 I2.2/Q2.2 G1.2/Q2.2 G3
membuyarkan	membuyarkan	X9.2+ S7.1+
membuyur	membuyur	F4 B1
memecah	memecah	A1.1.1
memecah	memecah	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
memecah	memecah	Q2.2 X7- T2-
