language,word,NoneExpert1_tags,NoneExpert2_tags,NoneExpert3_tags,NoneExpert4_tags,gold standard tags
zh,子,"S4, L2","S4, S2","F4, S4, S2, S5",S2,[S4]
zh,学习,X2.3,"X2.3, P1","X2.4, X2.3","X2.3, P1, X2.4, X9.1","[P1, X2.4]"
zh,"学校",P1,"P1, L2, S5",P1,"P1, S5","[P1, P1, H1]"
zh,家,"H4, A4.1","S4, A4.1, M6, H4, M3, H2","H1, H4, H2, S4, M6, O2, M3","H4, M6, A4.1, H1, S4","[H4, H1, M6]"
zh,就,"T1.2, Z5","T1.2, S1.2, X2.1","Z5, A14",A14,"[X2.1, N3.8, T1.1.2, A11.1, N4]"
zh,就是,"A5.3, A4.2, A6.1",Z5,"A4.2, A5.3, X1",Z5,"[A7, A14]"
zh,开始,"T2, N4",T2,"T2, N4, T1.2","A8, T2",[T2]
zh,当时,"T1.3, T1.1.1, Z5, N4, T1.2","T1.2, T1.1.1","T1.3, T1.2, T1.1.1","T1.2, Z5","[T1.2, T1.3, T1.1.1]"
zh,很,"A5.2, A4.2, X9.2, S1.2.5, S7.1, N3.2, N3.3","S1.2.5, N3.1","A5.2, X9.2, S1.2.5, A5.1","A4.2, A13.3",[A13.3]
zh,得,"S7.4, Z5, X2.5","X9.1, A9, X2.5","A9, X6, S7.4, A2.2","S7.4, X9.1, A9, A1.2",[S6]
zh,怎么,Z5,Z5,"Z5, Q3, Q1.1","A13.3, Z5, A1.1.1",[Z5]
zh,想,"X7, X2.1, X4.1","X7, X2.6, X2.1, X4.1","X4.1, X2.6, X7","X2.1, X4.1, X7",[X2.1]
zh,感觉,"A8, X2.5, X3, X9.1, X4.1","X4.1, S1.2.6, X3, O4.5, A8","X4.1, O4.5, X3, O1.1, S1.2.6, X2.5","X3, S1.2.6","[X2.1, X3, E1]"
zh,我,Z8,Z8,Z8,Z8,[Z8]
zh,或,"Z5, A7","A7, Z5",Z5,"Z5, A7",[Z5]
zh,拿,"M2, A1.1.1, A9","A9, M2","A9, A1.1.1",M2,[A9]
zh,新,"T3, O4.2",O4.2,"O4.2, T3, N3.1","T3, O4.2",[T3]
zh,无,"N5, Z6, N1, A11.1, I1.1","Z6, N1, N5, Z4, Z5, A3, S1.1.3","A3, N1, N5.1, Z6, N5, A11.1",Z6,"[I1.1, A9]"
zh,日,"T1.3, T1.2, W1, W2, W4, T3, Z3","T1.3, W4, W2","S3.2, T1.3, Z2, Z3",T1.2,"[T1.3, W1]"
zh,时间,T1,"T1, T1.3, T1.1.2, T1.2, T1.1.1","T1, T1.3, B1, N3.1","T1.1.2, T1, T1.1.1",[T1.1]
zh,有些,"N5, Z5","A13.5, N3.1, N5",N5,"A13.6, A13.5, N5, Z5","[A13.4, A13.5, N5]"
zh,"条","O4.4, O2","O4.4, Z4","O4.4, Q3, N3.1",O4.4,[Z5]
zh,来,M1,M1,"M1, A1.1.1, A2.2",M1,[M1]
zh,此,"Z8, Z5","Z8, Z5","Z8, Z5",Z8,"[M6, Z5, Z8]"
zh,水,"M4, O1.2, W3, F4","O1.2, W3, M4, O4.3, C1, B1, F4","O1.2, M4",O1.2,"[O1.2, W3, M4, C1%]"
zh,"没","Z6, A10, X9.2, L1, N5.2",Z6,"X9.2, Z6",Z6,"[N3.1, A10]"
zh,"没有","Z6, Z5",Z6,Z6,Z6,[Z6]
zh,然后,"Z5, N4","T1.1.1, T1.2, N4","T1.1.1, Z5, N4",Z5,[Z5]
zh,爱,"E2, S3.2","S3.2, E2","E2, S3.2","S3.2, E2","[S3.2, E2, E2, S2]"
zh,现在,"T1.1.2, T1.3","T1.1.2, T1.3, T3",T1.1.2,A3,[T1.1.2]
zh,男,"S2.2, S2, L2","S2.2, Z8","S2.2, S2","S2.2, S2, L2, M1",[S2.1]
zh,男人,S2.2,"S2.2, S2, L2","S2.2, S2, L2, L1","S2, S2.2",[S2.1]
zh,的,"Z5, A1.8","Z5, S5",Z5,Z5,[Z5]
zh,长,"N3.7, N3.2, N6, N3.3, T1.3","N3.7, N3.3, F4, N3.2, T3, B1","N3.3, N3.2, T1.3, F4, M5, T2, N3.7, T1.1.3, M1, M6","N3.3, T1.1.3, M6, N3.2","[N3.7, T1.3, N3.3, N3.2]"
zh,蝙蝠,"L2, L1",L2,"L2, S2.1","L2, S2.1","[L2, n]"
pt,irritante,"A1.6, B2, S1.2.1, E1, E3, E2",,,,[E3]
pt,levantar,N5,"M5, M1","M2, M1, N5",,"[M1, A2.1]"
pt,cozer,"A2.2, Z84, Z85, F1, A1.1.1, O4.6","F1, A1.1.1","A1.1.1, F1, O4.6","A2.2, O4.6, A1.1.1","[A1.1.1, A2.2, F1, O4.6]"
pt,âmago,"A11.1, M6",A11.1,"L3, X7",,"[A11.1, M7, M6]"
pt,empurrão,"M1, M2","M2, M1, E3","M2, M1",,"[M2, M1, E3]"
pt,actuar,"A1.1.1, Z85, K4, T1.1.2","K4, A1.1.1","A1.1.1, Z84, Z85, K4, T1.1.2","A1.1.1, K4","[A1.1.1, T1.1.2, K4]"
pt,"azáfamar","A1.1.1, A13.3",,,,"[A1.1.1, A13.3]"
pt,finalidade,"X7, N4",X7,"N4, Z84, Z85, X7",X7,"[X7, N4]"
pt,experiência,"X2.4, I3.2, X3, X2.2","X2.4, Z84, I3.2, X9.1, X2.2, X3","X2.4, X2.2, I3.2, I3.1, Y1, X9.1",,"[X2.2, X2.4, X9.1, I3.2, X3]"
pt,espingarda,"G3, O2, S2.1","G3, O2","O2, G3","G3, O2","[O2, G3]"
pt,campanha,"I2.2, G1.2","G1.2, I2.2, X7","G1.2, I2.2, X7, W3, G3","G1.2, X7, I2.2, G3","[X7, Q2.2, I2.2, Q2.2, G1.2, Q2.2]"
pt,incidente,A1.1.2,"A1.1.2, A1.4","A1.4, A1.1.2",A1.1.2,[A1.1.2]
pt,desafiante,"X2, X2.5","X2, Z84, Z85, X2.5","X2, Z84, Z85, X2.5","X2, X2.5",[X2]
pt,açúcarar,F1,F1,Z84,F1,"[F1, A5.1, A2.1]"
pt,desviar,"X5.1, Z84, M1, A6.1, M6, A2.1","A2.1, M1, M6","A2.1, M6",A2.1,"[A2.1, M1, M6, A6.1, X5.1]"
pt,cútis,B1,B1,B1,"B1, O1.1",[B1]
ur,آخری,"T2, N5.1","T2, N4, N5.1","T2, N5.1","T2, N5.1","[T2, N5.1]"
ur,آدمی,S2.2,"S2.2, L2",S2.2,S2.2,[S2.2]
ur,آسان,A12,"A12, A4.2",A12,A12,[A12]
ur,آواز,"X3.2, K2, K3","X3.2, K2, K3","X3.2, K2, K3","X3.2, K2, K3","[X3.2, K3, K2]"
ur,آگ-کا-کیڑا,L2,L2,L2,L2,[L2]
ur,آہستہ,"N3.8, T1, X9","N3.8, T1","N3.8, X9","N3.8, T1, X9","[N3.8, X9, T1]"
ur,ابلیسیت,"A5.1, S9, G2.2, A1","S9, G2.2, A5.1","G2.2, S9, A5.1, A1","G2.2, S9, A1, A5.1","[G2.2, S9, A1, A5.1]"
ur,اجارہ-داری,"S1.2.2, S5, S7.1","S7.1, S1.2.2, S5","S1.2.2, S7.1, S5","S1.2.2, S7.1, S5","[S1.2.2, S7.1, S5]"
ur,اجتماع,"S9, S5, A4.1, S1.1.3","S5, S2, A4.1, S9, S1.1.3","S9, S1.1.3, A4.1, S2, S5","S9, S2, A4.1, S1.1.3, S5","[S9, A4.1, S5, S1.1.3, S2]"
ur,اجنبی,"S5, S1.1.1, S2","S5, S2, S1.1.1","S5, S1.1.1, S2","S5, S2, S1.1.1","[S5, S2, S1.1.1]"
ur,احتساب,"S7.1, A5.1","A5.1, S7.1, S7","S7.1, A5.1, S7","S7.1, S7, A5.1","[S7.1, S7, A5.1]"
ur,استاد,"P1, S2, I3.2","I3.2, S2, P1","P1, I3.2, S2","P1, S2, I3.2","[P1, I3.2, S2]"
ur,افسوسناک,E4.1,E4.1,E4.1,E4.1,[E4.1]
ur,الزام-لگانا,"Q2.2, S1, S1.1, Q2, G2.2","Q2.2, S1, G2.2, S1.1, Q2","Q2.2, S1, S1.1, G2.2, Q2","Q2.2, G2.2, Q2, S1, S1.1","[Q2, Q2.2, G2.2, S1, S1.1]"
ur,الگ-کرنا,"A1.1.1, A2.2, A2.1","A2.1, A1.1.1, A2.2","A1.1.1, A2.2, A2.1","A1.1.1, A2.1, A2.2","[A1.1.1, A2.1, A2.2]"
ur,امریکہ,"W3, M7","M7, W3","W3, M7, Z2","W3, M7","[W3, M7]"
ur,امن,E3,E3,E3,E3,[E3]
ur,انقلابی,"E3, S1","S1, Z85","E3, S1","E3, S1","[E3, S1]"
ur,انکاری,"Z6, S8","Z6, S8","Z6, S8","Z6, S8","[Z6, S8]"
ur,اول,N1,N1,N1,N1,[N1]
ur,ايجنسی,"I3.1, G2, S5, M3, M5, A4.1, G3, I2.1, M7, G1","G2, A4.1, Z84, Q4, I2.1, G1, S5, I3.1","I2.1, M5, A4.1, M7, I3.1, S5, G2, M3, G1, G3","I2.1, I3.1, S5, G2, G1, M5, Q4, A4.1, M3, M7","[I2.1, G3, A4.1, I3.1, Q4, S5, G1, G2, M3, M5, M7]"
ur,اُداس,E4.1,E4.1,E4.1,E4.1,[E4.1]
ur,اچھا,"A5.1, G2.2, O4.2","O4.2, G2.2, A5.1","A5.1, G2.2, O4.2","A5.1, O4.2, G2.2","[A5.1, G2.2, O4.2]"
ur,بارش,"F4, W4","W4, F4","W4, F4","W4, F4","[W4, F4]"
ur,بازار,"M7, I2","M7, I2","I2, M7","I2, M7","[I2, M7]"
ur,بالاخر,"T2, N4","T2, N4","N4, T2","N4, T2","[N4, T2]"
ur,بتانا,"Q2.2, Q2.1, Q2","Q2.1, Q2, Q2.2","Q2.1, Q2.2, Q2","Q2.1, Q2.2, Q2","[Q2.1, Q2, Q2.2]"
ur,بدبودار,"X3.5, A5.1","X3.5, A5.1","X3.5, A5.1","X3.5, A5.1","[X3.5, A5.1]"
ur,بدلنا,"A9, A2.1",A2.1,"A9, A2.1","A9, A2.1","[A9, A2.1]"
ur,برا,"A5.1, Z6","Z6, A5.1","A5.1, Z6","A5.1, Z6","[A5.1, Z6]"
ur,برکت,"S9, A9",S9,"S9, A9","S9, A9","[S9, A9]"
ur,بصارت,"X3.4, A8","X3.4, A8","X3.4, A8","X3.4, A8","[X3.4, A8]"
ur,بصیر,"S2, S9","S9, S2","S9, S2","S9, S2","[S9, S2]"
ur,بعید,N3.3,N3.3,N3.3,N3.3,[N3.3]
ur,بولنا,"Q1, Q2, Q2.1, E6","Q2.1, Q2, Q1","Q1, Q2, Q2.1, E6","Q1, Q2, Q2.1, E6","[Q1, Q2, Q2.1, E6]"
ur,بَہادُری,"G3, E5, G1.1, S7.1","S7.1, E5, G3","S7.1, E5, G1.1, G3","S7.1, G3, E5, G1.1","[S7.1, E5, G1.1, G3]"
ur,بڑھانا,A2.1,"A2.1, N3.2","A2.1, N3.2","A2.1, N3.2","[A2.1, N3.2]"
ur,بڑھتے-ہوئے,A13.3,"A13.3, N5","A13.3, N5","A13.3, N5","[A13.3, N5]"
ur,بھوت,"S9, A4.1","A4.1, S9","S9, A4.1","S9, A4.1","[S9, A4.1]"
ur,بیمار,B2,B2,B2,B2,[B2]
ur,بینک,"I1, A4.1, M7, I3","I1, I3, A4.1, M7, H1","M7, I1","M7, I3, A4.1, I1, H1","[M7, I1, I3, H1, A4.1]"
ur,بیٹا,"S4, S2.2","S2.2, S4","S4, S2.2","S4, S2.2","[S4, S2.2]"
ur,بے-جنس,"B1, B2","B2, B1, S3.2","S3.2, B2, B1","S3.2, B1, B2","[S3.2, B1, B2]"
ur,تا-حال,"T1, T1.1.2","T1.1.2, T1","T1, T1.1.2","T1, T1.1.2","[T1, T1.1.2]"
ur,تاريخ,"T1.1.1, P1",T1.1.1,"T1.1.1, P1","T1.1.1, P1","[T1.1.1, P1]"
ur,ترمیم-کرنا,A2.1,A2.1,A2.1,A2.1,[A2.1]
ur,تصنیف,"Q1.2, Q4","Q1.2, Z84, Z85, Q4","Q1.2, Q4","Q1.2, Q4","[Q1.2, Q4]"
ur,تعليم,"P1, X2.3, X2.2","X2.2, X2.3, P1","P1, X2.3, X2.2","P1, X2.3, X2.2","[P1, X2.3, X2.2]"
ur,تعلیم-دینا,"P1, X2.2, X2.3","P1, X2.2, X2.3","P1, X2.2, X2.3","P1, X2.3, X2.2","[P1, X2.3, X2.2]"
ur,توانائی,X5.2,X5.2,X5.2,X5.2,[X5.2]
ur,تھیلا,"B5, O2","O2, B5",B5,"B5, O2","[B5, O2]"
ur,تہہ,N4,"H2, A1","N4, A1, M6, H2","N4, A1, M6, H2","[N4, M6, A1, H2]"
ur,تیرنا,"M4, M1","M4, K5.1",M1,"M1, K5.1, M4","[M1, M4, K5.1]"
ur,تیز,"N3.8, O4.1, S1.2","N3.8, S1.2, O4.1",O4.1,"N3.8, O4.1, S1.2","[N3.8, O4.1, S1.2]"
ur,جاگ-اٹھنا,A1.1.1,"A1.1.1, B1",A1.1.1,"B1, A1.1.1","[B1, A1.1.1]"
ur,جرمانہ-دینا,"I1.2, E3",I1.2,"I1.2, E3","E3, I1.2","[E3, I1.2]"
ur,جلانے-والا,"W4, O4.6, X3.3",X3.3,"W4, O4.6","O4.6, X3.3, W4","[O4.6, W4, X3.3]"
ur,جلد,"O4.1, B1","B1, O4.1, T4","B1, O4.1, M1","B1, O4.1","[B1, O4.1]"
ur,جلدی-کرنا,"N3.8, A1.2","N3.8, M1",N3.8,"N3.8, M1","[N3.8, M1]"
ur,جمائی-لینا,"S1.1.1, B1",B1,B1,"B1, S1.1.1","[B1, S1.1.1]"
ur,جوڑنا,"S3, A2.2","A2.2, S3","A2.2, S3","S3, A2.2","[S3, A2.2]"
ur,جھگڑا,"E3, S1.1.2, A1.1.1, S7.3","S7.3, E3, A1.1.1","E3, S8, A1.1.1","S8, E3, S7.3, S1.1.2, A1.1.1","[S8, E3, S7.3, S1.1.2, A1.1.1]"
ur,حصہ,"S1.1.3, N5.1, O2","S1.1.3, N5.1, O2",S1.1.3,"N5.1, S1.1.3, O2","[N5.1, O2, S1.1.3]"
ur,حوالہ,"Q1, Q2.1","Q2.1, Q1",Q2.1,"Q2.1, Q1","[Q2.1, Q1]"
ur,حیران-کن,X5.2,"X5.2, A5.1","X5.2, A5.1","X5.2, A5.1","[X5.2, A5.1]"
ur,حیرت,E6,"E6, X2.5",E6,"X2.5, E6","[X2.5, E6]"
ur,خاتمہ,"N5.1, T2","T2, N5.1","T2, N5.1","T2, N5.1","[T2, N5.1]"
ur,خبر,"Q4.2, Q4.3","X2.2, Q4.2, Q4.3, G1","Q4.2, Q4.3","X2.2, G1, Q4.2, Q4.3","[X2.2, Q4.2, Q4.3, G1]"
ur,خرگوش,L2,L2,"L2, F1",L2,[L2]
ur,خلاصہ,"A11, A4.2, N3.7, N5","N3.7, A4.2, N5, T1.3","A11, A4.2, N3.7","A11, T1.3, A4.2, N3.7, A12, N5","[A11, A12, A4.2, N5, T1.3, N3.7]"
ur,خواب,"X2, X2.1, S9","X2, X2.1, S9","X2, X2.1, S9","X2, S9, A1, X2.1, X7","[X2, X2.1, X7, S9, A1]"
ur,خوش,"E4.1, E4","E4, E4.1","E4.1, E4","E4.1, E4","[E4.1, E4.2]"
ur,خوشگوار,"S1.2, S2","S1.2.1, S1.2, S1.2.4, O4.2, S2","S1.2, S1.2.1","S1.2.4, S2, S1.2, S1.2.1, O4.2","[S1.2.4, O4.2, S1.2, S2, S1.2.1]"
ur,درخت,"L3, W5","L3, W5, F1","L3, F1, W5","L3, W5, F1","[L3, W5, F1]"
ur,دشمن,"S1.2.1, S8, A4.1","S1.2.1, S8, A4.1, S2",S1.2.1,"S1.2.1, S2, A4.1, G1.2, S8","[S1.2.1, S2, S8, A4.1, G1.2]"
ur,دور,"A13.3, N3.3",N3.3,N3.3,"A13.3, N3.3","[A13.3, N3.3]"
ur,دکان,"I2.1, I2.2, I2, M7, H1","H1, M7, I2.1, I2.2, I2","I2.1, M7, I2.2","I2.2, M7, H1, I2, I2.1","[I2.2, I2, I2.1, M7, H1]"
ur,دکھانا,"O4.1, B1","O4.1, B1","B1, O4.1","O4.1, B1","[O4.1, B1]"
ur,دھات,O1.1,O1.1,O1.1,O1.1,[O1.1]
ur,رد-کرنا,S1,"A5.2, S1","S1, A5.2","A5.2, S1","[A5.2, S1]"
ur,رشتہ,"S3, S3.1, S3.2, A2.2, S4","S3, S4, S3.1, S3.2","S3, S4, S3.2","S3, S3.2, S3.1, A2.2, S4","[S3, S3.1, S3.2, A2.2, S4]"
ur,رُخصت-ہونا,"A1.1.1, M1, A1.6","M1, A1.1.1, A1.6","A1.1.1, M1","A1.1.1, T1, M1, A1.6","[A1.1.1, A1.6, M1, T1]"
ur,رکنا,"M8, A1.1.1","M8, S8, A1.1.1, T1","M8, A1.1.1, S8","T1, M8, S8, A1.1.1","[T1, S8, M8, A1.1.1]"
ur,رینگنا,"N3.8, M1","N3.8, M1, Z84","N3.8, M1","M1, K6, N3.8","[M1, K6, N3.8]"
ur,زیادہ-بوجھ-ڈالا,N5.2,N5.2,N5.2,N5.2,[N5.2]
ur,سائیکل-سوار,"M3, K5.1, S2","S2, K5.1","S2, K5.1, M3","K5.1, S2, M3","[K5.1, S2, M3]"
ur,ساحل,"M7, W3","W3, M7","W3, M7","W3, M7","[W3, M7]"
ur,سازش,"G2.2, G1.2, S1","S1, G2.2, A10, G1.2","G2.2, A10, S1","G1.2, S1, G2.2, A10","[G1.2, A10, G2.2, S1]"
ur,ستارہ,"O4.4, A5.1, W1","W1, O4.4","W1, A5.1, O4.4","W1, O4.4, A5.1","[W1, O4.4, A5.1]"
ur,سرد,"X3.3, W4, O4.6","X3.3, O4.6, W4","W4, X3.3","O4.6, W4, X3.3","[O4.6, X3.3, O4.6, W4]"
ur,سستا,"I2.2, I1.3",I1.3,I1.3,"I1.3, I2.2","[I1.3, I2.2]"
ur,سمندر,"M7, O4.4","M7, O4.4, N3.6","M7, N3.6","N3.6, M7","[N3.6, O4.4, M7]"
ur,سنوارنا,A2.1,"A2.1, A5.1",A2.1,"A2.1, A5.1","[A2.1, A5.1]"
ur,سنیما,"Q4.3, K1, H1, K4, M7","Z85, K4, M7, H1, Q4.3, K1","Q4.3, K4, M7, H1, K1","K4, H1, M7, Q4.3, K1","[K4, Q4.3, H1, M7, K1]"
ur,سکون,"E4.2, S1.2","E4.2, S1.2, E3","E3, S1.2, E4.2","E3, E4.2, S1.2","[E3, E4.2, S1.2]"
ur,سیال,O1.2,O1.2,O1.2,O1.2,[O1.2]
ur,سیلاب,"M4, O1.2, W4","O1.2, W4, M4","O1.2, M4, W4","W4, M4, O1.2","[W4, O1.2, M4]"
ur,شاگرد,"P1, S2","P1, S2","P1, S2","P1, S2","[P1, S2]"
ur,شخص,S2,S2,S2,S2,[S2]
ur,شکل,"O4.1, O4.2","O4.1, O4.2","O4.2, O4.1","O4.1, O4.2","[O4.1, O4.2]"
ur,شہر,"M7, W3","W3, M7","M7, W3","W3, M7","[W3, M7]"
ur,صاف,"O4.1, O4","X3.4, O4.1","B4, O4, Z84, O4.1","X3.4, O4, O4.1, A1.6","[X3.4, A1.6, O4, O4.1]"
ur,صف-باندھنا,"M6, A6.1","Z85, A6.1",M6,"M6, A6.1","[M6, A6.1]"
ur,صفائی,"B4, A1.1.1","B4, A1.1.1","B4, A1.1.1","B4, W5, A1.1.1","[B4, A1.1.1, W5]"
ur,صفحہ,"Q1.2, O1.1, Q4.1, Q4.2, O2","Q1.2, Q4.1, Z85, O2, Q4.2","Q1.2, Q4.1, Q4.2, O1.1","Q1.2, O1.1, Q4.2, Q4.1, O2","[Q1.2, O1.1, O2, Q4.1, Q4.2]"
ur,طاقت,"G3, A1.1.2","A1.1.2, G3",G3,"G3, A1.1.2","[G3, A1.1.2]"
ur,عادی,F3,F3,F3,F3,[F3]
ur,عاشق,"S3.2, E1, S2, E2","S3.2, E2, S2","E2, E1, S3.2","S3.2, S2, E1, E2","[S3.2, S2, E2, E1]"
ur,علاج,B3,B3,B3,B3,"[B3, B2]"
ur,علاقہ,"M7, N3.6, A4.1","M7, N3.6","M7, A4.1, N3.6, Z2","M7, N3.6, A4.1","[M7, A4.1, N3.6]"
ur,عورت,S2.1,S2.1,S2.1,S2.1,[S2.1]
ur,غذا,F1,F1,F1,F1,[F1]
ur,غسل,"B4, O4.2, S1.1.1","B4, O4.2","B4, S9, O4.2, S1.1.1","B4, S1.1.1, O4.2","[B4, B4, O4.2, S1.1.1]"
ur,فلم,"Q4.3, C1, K1","Q4.3, K1, C1","K1, Q4.3","Q4.3, K1, C1","[Q4.3, C1, K1]"
ur,فوجی,"G3, S2","G3, S2","G3, S2","G3, S2","[G3, S2]"
ur,قابض-ہونا,"A9, E1, G2","A9, G2","A9, E1, G2","A9, E1, G2","[A9, E1, G2]"
ur,قابل-کراہت,O4.2,O4.2,O4.2,O4.2,[O4.2]
ur,قابلیت,A4.2,A4.2,A4.2,A4.2,[A4.2]
ur,قانون-توڑنا,"G2.1, A1.1.2","G2.1, A1.1.2","G2.1, A1.1.2","G2.1, A1.1.2","[G2.1, A1.1.2]"
ur,قحط,"N5, O4.6, W4, A1.1.2","W4, O4.6, N5, A1.1.2",A1.1.2,"N5, W4, A1.1.2, O4.6","[N5, W4, O4.6, A1.1.2]"
ur,قدم,"M1, N3","M1, N3","M1, N3","M1, N3","[M1, N3]"
ur,قدم-اُٹھانا,M1,M1,M1,M1,[M1]
ur,قدیم,"T1.1.1, T3","T1.1.1, T3","T3, T1.1.1","T1.1.1, T3","[T1.1.1, T3]"
ur,قریب,"M1, N3.3","N3.3, M1",N3.3,"M1, N3.3","[M1, N3.3]"
ur,قیمت ,"A11.1, I1.3, I1","I1.3, I1, A11.1","I1.3, I1, A11.1","A11.1, I1, I1.3","[A11.1, I1.3, I1]"
ur,لالچ ,S1.2.2,S1.2.2,S1.2.2,S1.2.2,[S1.2.2]
ur,لباس,B5,B5,B5,B5,[B5]
ur,لمبا,"N3.7, O4.1","N3.7, O4.1","N3.7, O4.1","N3.7, O4.1","[N3.7, O4.1]"
ur,لہر,"W3, Y1, M4",M4,"M4, Y1","W3, M4, Y1","[W3, M4, Y1]"
ur,ماجرا,"G2, G1.1, X4.1, G2.1","Q3, G2.1, G2","Q3, X4.1","G2, Q3, X4.1, G1.1, G2.1","[G2, G1.1, G2.1, X4.1, Q3]"
ur,مادی-بنانا,A3,A3,A3,A3,[A3]
ur,مارنا,"E3, A1.1.2, G2.1","A1.1.2, E3, G2.1","E3, A1.1.2, G2.1","E3, G2.1, A1.1.2","[E3, A1.1.2, G2.1]"
ur,متلی,B2,B2,B2,B2,[B2]
ur,مثبت,A5.1,A5.1,A5.1,A5.1,[A5.1]
ur,محفوظ,A15,A15,A15,A15,[A15]
ur,محفوظ-رکھنا,"G2.1, W5, A15, A1.1.1","A15, A1.1.1","A15, A1.1.1, W5","G2.1, A15, A1.1.1, W5","[G2.1, W5, A1.1.1, A15]"
ur,مختلف,A6.3,A6.3,A6.3,A6.3,[A6.3]
ur,مخلصانہ,"X2.1, S9, G2.2, S1.2","S1.2, X2.1, G2.2","S9, S1.2, X2.1, G2.2","X2.1, G2.2, S9, S1.2","[X2.1, S9, S1.2, G2.2]"
ur,مدرسہ,"P1, H1, M7, X2.2, X2.3","P1, X2.3, X2.2, H1, M7","P1, M7, H1, X2.2","P1, X2.2, M7, H1, X2.3","[P1, X2.2, X2.3, H1, M7]"
ur,مرحوم,"L1, S2, B2","L1, B2, S2","L1, S2","L1, B2, S2","[L1, B2, S2]"
ur,مزاحیہ,"E4.1, E4.2, K1, A6.2","E4.1, K1, E4.2","K1, A6.2","E4.1, E4.2, K1, A6.2","[E4.1, A6.2, K1, E4.2]"
ur,مزدور,"I3, S2, I3.1","I3.1, I3, S2","S2, I3.1, I3","I3, S2, I3.1","[I3, I3.1, S2]"
ur,مستقل,"T1, S6, E1, A2, M8","M8, S6, E1, T1, A2","E1, T1, M8, S6","T1, A2, E1, M8, S6","[T1, A2, S6, M8, E1]"
ur,مسخ-کرنا,"A1.1.2, A2.1","A1.1.2, A2.1","A2.1, A1.1.2","A1.1.2, A2.1","[A1.1.2, A2.1]"
ur,مسکرانا,E4.1,E4.1,E4.1,E4.1,[E4.1]
ur,مشغلہ,"K1, K5.1, K5.2, K5","K5, K5.1, K5.2, K1","K1, K5.1, K5.2, K5","K1, K5.1, K5, K5.2","[K1, K5, K5.1, K5.2]"
ur,مشکل,A12,A12,A12,A12,[A12]
ur,مصروف,"A1.1.1, A1.6",A1.1.1,A1.1.1,"A1.1.1, A1.6","[A1.1.1, A1.6]"
ur,معذرت,"E1, E4","E1, E4","E1, E4","E1, E4","[E1, E4]"
ur,معیار,"N3.1, N3","N3.1, N3","N3.1, N3","N3.1, N3","[N3.1, N3]"
ur,مغرور,S1.2.3,S1.2.3,S1.2.3,S1.2.3,"[S2, E5, G2, G3, S1.2]"
ur,مقام,"T1.3, H2, T1.1","H2, T1.3, T1.1","T1.1, H2, T1.3","T1.3, T1.1, H2","[T1.3, T1.1, H2]"
ur,مقرر,"X6, X7","X7, X6","X6, X7","X6, X7","[X6, X7]"
ur,ملک,"W3, M7","W3, M7","W3, M7","W3, M7","[W3, M7]"
ur,ممتاز,"A5.1, X9.1, N5.1, X9","X9.1, X9, N5.1, A5.1","A5.1, X9.1, X9, N5.1","A5.1, X9.1, X9, N5.1","[A5.1, N5.1, X9, X9.1]"
ur,ممتحن,"X2.4, S2","X2.4, S2","X2.4, S2","X2.4, S2","[X2.4, S2]"
ur,ممنوعہ,"A15, G2.1","A15, G2.1","A15, G2.1","A15, G2.1","[A15, G2.1]"
ur,منظم-کرنا,"G1.1, S7.1, A1.1.1, X7","S7.1, A1.1.1, X7","G1.1, X7, S7.1, A1.1.1","G1.1, A1.1.1, X7, S7.1","[G1.1, A1.1.1, S7.1, X7]"
ur,منظوری,"S7.4, A1.1.1, A1.2, E1","S7.4, A1.2, A1.1.1","S7.4, A1.2, E1, A1.1.1","S7.4, A1.1.1, E1, A1.2","[S7.4, A1.2, E1, A1.1.1]"
ur,موزوں,"A1.2, A6.1","A6.1, A1.2","A1.2, A6.1","A1.2, A6.1","[A1.2, A6.1]"
ur,مٹانا,"T2, G3, G1.2, Z6, A1.2, E3","Z6, T2, E3, A1.2, G3","T2, Z6, G3, A1.2, E3","T2, A1.2, G3, Z6, E3, G1.2","[T2, A1.2, Z6, G1.2, E3, G3]"
ur,مکروہ,"O4.2, A5.1","A5.1, O4.2","O4.2, A5.1","O4.2, A5.1","[O4.2, A5.1]"
ur,میز,"H5, O4.4","H5, O4.4","H5, O4.4","H5, O4.4","[H5, O4.4]"
ur,میزائل,"G3, Y1","G3, Y1","G3, Y1","G3, Y1","[G3, Y1]"
ur,میٹھا,"X3, F1",X3,"X3, F1",X3,[X3]
ur,نائب,"S8, A1.5.2","S8, A1.5.2","S8, A1.5.2","S8, A1.5.2","[S8, A1.5.2]"
ur,نافرمانی,"S8, G3",S8,"S8, G3","S8, G3","[S8, G3]"
ur,نام,"Q2.2, S2","Q2.2, S2","S2, Q2.2, Z1","Q2.2, S2","[Q2.2, S2]"
ur,ناممکن,"A12, A6.2, A1","A6.2, A12","A12, A1, A6.2","A12, A1, A6.2","[A12, A1, A6.2]"
ur,نامناسب-رویہ,"G2.1, S1.2.4","S1.2.4, G2.1","G2.1, S1.2.4","G2.1, S1.2.4","[G2.1, S1.2.4]"
ur,نایاب,"N6, A6.2","A6.2, N6","N6, A6.2","N6, A6.2","[N6, A6.2]"
ur,نتھنے,B1,B1,B1,B1,[B1]
ur,نجات,"A15, X9.2","X9.2, A15","A15, X9.2","A15, X9.2","[A15, X9.2]"
