lemma	semantic_tags
مُنْشَقّ	 G1.2/S2mf G2.1- A6.2- G2.1-/S2mf A6.2-/S2mf 
كَراج	 M3/H1 
مُكْتَرِث	 X5.1+ S8+ X5.2+ S1.1.3+ 
أَرْعَد	 E1/B1 A1.1.1 M1 E5- 
باسِط	Z99
ٱِنْبِساط	 E4.1+ H1 T1.3+/A2.1 N3.2+/A2.1 N5+/A2.1 Q1.3 B4 
مُناداة	 Q2.1 O4.2+ G2.1 Q2.2 E2+ Q2.2/X3.2++ S1.1.1 Q1.3 X7+ S9% F2@ 
مَجْدِيّ	 O4.2+ E4.1+ S1.1.4+ 
حَيْدَرِيّ	Z99
تَشَقُّق	 A1.1.2 
مِشْرَط	 B3 
فَيْلَكَة	Z99
ٱِسْتَحْيَى	Z99
شَقا-ُ	 E4.1- E6- B2- 
تَحَوَّى	Z99
بِسْمِ	 Z5 O4.2+ M6 
تَعَطُّل	 Q2.2 X7- T2- X9.2- A1.1.2 B2- 
كَرْبَلائِيّ	 Z5 
فِيلِيب	 Z1m 
ٱِكْتِراث	 E6- I2.1 A1.8+ S1.1.3+ X5.1+ S8+ 
مُتَعاطِي	 X5.2++/S2mf F3/S2mf F3 X5.2++ 
مُنْذِرَة	Z99
وَئِيد	 T2++ N3.8- 
هِيْل	Z99
مِشْكاة	Z99
ٱِنْقِباضِيّ	 Q2.2 I2.1 N3.2-/A2.1 A9+ 
تَشْمِيع	 A1.1.1 N3.2+/A2.1 A2.1+ B4 
شَمْعِيّ	 O1.1 A1.1.1 N3.2+/A2.1 A2.1+ B4 
تَرَعْرُع	 P1/S4 F4 L2 
كَثُف-ُ	Z99
تَكاثَف	Z99
ٱِنْقِباض	 B1 N3.2-/A2.1 Q3% E2-@ 
ٱِنْحِناءَة	 O4.1/B1/S7.2+ S1.2.4+ B5 G3 K2 M4 O4.1/B1 S7.2+ S7.1- M1 A1.1.1/S7.2+ 
مِبْضَع	 B3 
ٱِسْتَعْصَى	 A9- X2.2- X2.5- A1.9 X9.2- A5.1-/A2.1 
مُكَثِّف	Z99
حُنْكَة	 X9.1+ X2.2 X3 I3.2 A1.1.1 S1.2.6+ 
بَطُؤ-ُ	Z99
نازِلَة	 A3+/A11.1+ A6.2- S1.1.1/X7+ K5 A1.4-/A1.1.1 A1.1.1 G3 
نَزا-ُ	 M1 N5+/A2.1 A1.7- O2 X2.2- Y2 
مُتَنَزَّه	 M7 M1 
حَنَّة	 X2.5+/E1 E4.1- A6.1+ A5.1+ K5.2 
نَزْوَة	 E3- E1 W3 T2+ B1 B2 M1 N5+/A2.1 A2.1+ A1.9 
شِنّاوِيّ	Z99
تَنَزُّه	 M1 M7 
قُبَع	 L2mfn 
عاصِم	 S8+/A15+/S2mf O2/A10- S7.1+/S2mf S4/S2mf 
نَزِيه	 G2.2+ A5.1+ O4.2+ O4.3 W4 N5 K1/S1.1.1 I2.2/S1.1.1 A1.1.1 G2.2+/E2 
هائِج	 E3- N5+ 
قُبْطان	 G3/S7.1+/S2mf M4/S7.1+/S2mf M5/S7.1+/S2mf K5/S7.1+/S2mf S7.1+ S7.1+/S2mf G2.1/S2mf 
ٱِسْتِعْصاء	 A2.1-/X2.1 A12- X9.2- A5.1-/A2.1 A1.1.2 
كَحِل	Z99
أَحار	 Q2.2 X4.1 X9.2+ S1.1.1 
مَعْطُوب	 A1.1.2 F2++ 
رُمَيْحِيّ	Z99
تَقْبِيح	Z99
تَبَصَّر	 X2.6+ X2.1 
تَعَطَّر	Z99
أَهال	 A1.1.1/O1.2 W4 M1/N5+ M2 
حائِز	 O2 A9+/S2mf A9+ I1.1+ M7/F4 S1.1.1 
مُنْحاز	 S5+ O4.4 M2 A6.1+/A2.1 E2++ G2.2- A2.2/E2++ 
ٱِنْشَلّ	Z99
مُتَنازِع	 A6.1- E3- X3.2- A1.1.1 
مُعَطَّر	 X3.5 
شَلْهُوب	Z99
تَشَمَّم	 X3.5 X3 A8 X2.3+ A1.4 B1 Q2.2/E2- F3 
مُقْتَبَس	 A9+ A2.1+ Q2.2 I1.3 
عَضَد-ُ	 S8+ O2 I1.1 B5% A1.1.1 K5.1 A10+ 
نَزِق	 N3.8+ A1.3- B2- N5 
تَقَبَّض	 B3/S2mf N3.2-/A2.1 E2-@ I2.1 G2.1 Q2.2 A9+ 
كُحْلِيّ	Z99
كاحِل	Z99
كَدّ	 A1.1.1 S6+/A1.1.1 A12- I3.1/S5+ B1 A1.1.1/A12- A11.1+/N5.2+ 
رُمْح	 G3 L3 E3- A1.1.1 K5.1 
مُتَبَصِّر	 X2.5+ X2.2+ X2.4 Q2.1 
كَدَح-َ	 A1.1.1 S6+/A1.1.1 
بُصاق	 B1 O2 W3 W4 X3.2 
والت	 Z1m 
رُومانْسِيَّة	 S1.2.6- A5.4-/A8 
رَضّاعَة	Z99
لَيْق	Z99
مُلْفِت	 O4.2+ S3.2 O3 M1 M2 O4.4 A1.1.1 A2.1+ O4.2- 
تَمايَل	 S7.1+ M1 M2 A2.1+ A6.2+ K6 K5.1 E3- K2 A2.2 
وَشْي	Z99
مِيكْرُوفِيلم	Z99
إِيساف	Z99
سُون	 Z3c 
تَعَوُّد	Z99
تَعْوِيد	 B4 P1 
عِياد	 Q2.1/N6 N6+ 
أَيِس-َ	 E4.1- 
ٱِعْوِجاج	 O4.4 A2.1+ M1 
مِيلُودراما	 K4 A1.1.1/E3- E1/N5.2+ S1.2 
أَراق	 A1.1.1/O1.2 W4 M1/N5+ A1.1.1 
سَيَّح	Z99
خَمَّن	 X2.1/A7- X2.4 X6/A7- N2/A7- I2.1/Q1.2 
مُخْمَلِيّ	 O4.5 
نابُلِي	 Z2 Z3c 
ساح-ِ	 M4 M1 N5 
مِينِيسُوتا	 Z2 
تَسَيُّب	 A1.9 G2.2- A1.3- E6+ 
سِيب	Z99
مَيْن	 A5.2- M1 T2++ M6 A3+ 
كَلِف-َ	Z99
سَيَّج	 M6 A1.8+ A10- K5.1 G3 
خَوْخَة	 H3 H1 M7/H3 H2 Q3 M1 I1.2/M1@ K5.1 
وَصِيد	 H2 N5 
ماط-ِ	 N3.3 M2 
مُعار	 A9+ A9- 
عَوار	 A1.1.2 A5.1- B2- G1.2 
ٱِعْتَوَر	 Q2.2 E3- G3 A1.1.1 B2- A1.1.2 
مَوْصُوف	 Q2.2 A4.1 
وِصال	 I3.1/S5+c S5+c S4 S9 S5+@ 
تَخْوِيف	 E5- 
سَوَّف	 T1.1.3 
مُعْوِز	 I1.1- 
رَضَع-ِ	Z99
عَوِز	 I1.1- 
مَخُوف	 E5- A15- 
تَعْوِيذَة	 S9 
ساك-ُ	 A1.1.1 B4 L3 A1.9 
عُوّاد	 S1.1.1/S2mf M1/S2mf 
خَوَر	 S1.2.5- O4.1 S7.1- A5.1- X9.1- E2+ B2- 
خَوْر	 W3/M4 O2 H2 M5 O4.4 L3 L2/Q2.1 
مُساوَمَة	 Q2.2 
خار-ُ	 N5-/A2.1 
سام-ُ	 S6+ S7.1+/X7- Q2.2 X7+ 
إِيرْل	Z99
تَسَوَّل	 Q2.2/E6- 
عَوَّذ	 S8+/A15+ A10- 
مُتَعَوِّد	 A6.2+ 
تَكَلُّم	 Q2.1 Q2.2 
خُمُول	 A10- A12- A1.1.1- B1 
ٱِعْتِناء	 X5.1+ S8+ G1.1/S8+ B3 A1.3 E6- E2+ X7+ I2.1 A1.8+ S1.1.3+ 
عانَد	 S8- S8-/E2- A6.1- 
سُيُوطِيّ	Z99
لُورانس	 Z1m 
خَلاق	Z99
أَكَلّ	Z99
خَلَّى	 A1.7- A9- I2.2 K3 Q4 E6+ N5.1- M2 B1 S7.4+ S8+ X2.1 
ٱِخْتَلَى	 M2 M1 S1.1.3- A2.1+ I3.1- 
كالّ	 B1 B2- X5.2- O4.2- 
مُكَلَّل	 JJ@ S7.1+ X9.2+ M6 B3 S4 A2.2 
لُورْد	 S7.1+/S2.2m S9/S2.2m Z4 S7.1+ 
سِيناتُور	 G1.2/S2mf 
خَلا	Z99
كَلَّل	Z99
تَنَبُّئِيّ	 X2.6+ 
باجَه	Z99
ٱِسْتَخْلَف	Z99
مُتَّسَع	 N3.6 W1 T1.3 Q1.2 N6 H2 H4 
ٱِسْتِنْبات	 F4 M2 A9+ 
ٱِكْفَهَرّ	Z99
ٱِفْتَنّ	Z99
شاس	Z99
تَفَنَّن	Z99
نَبَّت	 L3 I4/H1c O2 A10-/S2mf F4 M2 L2fn A2.2 
تَخالُف	 A6.1- A6.3+ 
كَفِيّ	 N5 N5+ N6+ A13.3 
خُمّ	Z99
خَمَّة	 X3.1 
عُنْقُودِيّ	 S5+ N5+ W1 Q3 N2 K2 G3 Y2 
خُمْس	 N1 
إِيمِيل	Z99
تَعانَق	Z99
نانْسِي	 Z1f Z2 
عَنا-ُ	 A9- Q2.2 S7.1- I1.1 A2.1+ A1.1.1 X5.1++ 
كالِح	 S1.2.1- M4 S1.2.6+ O4.2 E4.1- W2- O4.3 X2.2- O4.2- 
تَوْشِيح	Z99
مَسِير	 M1 G3@ G3 G1.2 T1.3 
تَعَنَّى	 A1.1.1 T2++ 
إِيلِيا	Z99
مُسَيَّر	 S8+ N3.3+ S1.2.1- 
وَسْواس	 O4.2+ S3.2 X5.2+/N5.2+ 
وَسْوَسَة	 Q2.1 X3.2 O4.2+ S3.2 Q2.1/X3.2- 
سُيُول	 O1.2 A2.1+ 
مَوْسُوم	 A11.2+ Q1.2 A4.1 Q1.1 
خامِد	 L1- T2- N5-/A2.1 W3 E3+ 
أَيْندهُوفِن	Z99
نَأْي	 N3.3+ S1.2.1- M7 A9- 
فِلُورِيّ	 O4.3 
سِيكُولُوجِيا	 Y1/X1 
خُمار	 B2- T3+ 
فُلانِيّ	 Z5 Z8 
خَمْرَة	 F2 
كلاوس	 Z1m 
كِمامَة	 O2 B5 B1/L2% A10- B4 
مُفْلِح	 A1.4+ X9.2+ 
أُوتُو	Z99
أُوتاوا	 Z2 
فُكاهِيّ	 E4.1+ S1.2.4- 
مُسْهِب	 O4.1 Q2.2 A5.1+/A2.1 A4.2+ 
تَوَطَّد	Z99
سانِيَة	Z99
سَنَّى	 S8+ 
أَلَفّ	 O4.2 S1.2.5+ T1.3- N3.7- N3.3- N5- S1.2.4- N3.8+@ F1% Q4.3 F2 O3 
سِنِغالِيّ	 Z2/S2mf 
أُوبِرا	 K2 
سَنام	 O4.4 M2 
دَبَش	 A5.1- X7-/O2 H5 
أَدْبَر	 M1 A1.9 
مُونُولُوج	 Q2.1 
مُرَوَّع	 E5- E6- 
تَكْمِلَة	 N5++ I1.2 Q4.2 Q4.1 B3 
مَيامِي	 Z2 Z3c 
أُوار	 O4.6+ A11.2+ E3- B1/F2 X7+ 
سُهَيْل	Z99
رَضَخ-َ	 A1.1.2 A5.1+ X3.2 N3.3--- E4.1+ F3 X9.2+ B2-/X1 Q2.2/E4.1+ I1.1 S7.1- A2.1+ A1.1.1 A9- Q2.2 
دَبَّج	 O4.1 Q2.2 N5.1+ K2 Q3 A1.1.1/O4.2+ E3+ 
وَطْب	Z99
مُكْمِل	 T2- Q1.2 A1.5.1/N5.1+ A1.1.1 X9.2- 
سُهَيْر	Z99
مُوَطِّئ	 T2+/S2mf T2+ 
سِنِغال	 Z2 
كَنارِيّ	 O4.3 L2 Z2 
داجِن	 E3+ A12+ E3+/S7.1+ E3+/L2 H4/B4 W2- O4.3 E4.1- X2.2- O4.2- 
زَمّ	 A1.7+ 
تَسانَد	Z99
تَدْجِيل	 A5.2- 
مُوشِي	Z99
سَنَّد	 S8+ O2 I1.1 B5% A1.1.1 K5.1 A10+ O4.2+ F1 N5- M6 S5+ 
آنام	 S2 
إِنْكلِيزِيَّة	 Z2 Z2/Q3 Z2/S2mfnc Z1mf 
وَعَب-ِ	Z99
عَيِّل	 S4c A4.1c B4 
مُوسَوِيّ	 Z1m 
سانِحَة	 A1.4 
تَأَنَّى	Z99
تَمَوَّل	Z99
مَأْهُول	 S2 I3.1 
سِنّارَة	Z99
وَطَنِيَّة	 G1.2/M7 S6+ 
أَواي	Z99
أَرْهَب	 E5- 
مُتَأَهِّب	 X7+ O4.1 A1.1.1 F1 
عَيْشَة	 L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1 
إِعاشَة	 F1 A9- S8+ M2@ I1.1/M1 
مُمَوِّل	 I1/S2mf 
وَطَّى	 M6 N3.7-- N5-- I1.3-- A5.1-- A11.1-- E4.1-- X3.2-- G2.2-- S7.1-- M2 N5-/A2.1 S7.1-/A2.1 A11.1-/A2.1 X3.2-/A2.1 
أَنِيمِيا	 B2- X5.2- 
فُلّ	 L3 
مِيتْسُوبِيشِي	 Z3c/M3 
رُضُوخ	 S7.1- Q1.2 A6.1+ 
وُضُوء	Z99
خاط-ِ	 C1 A1.1.1 B5 B2- B3 
لِيفِيّ	 O1.1 
سَوْدَنَة	Z99
مِير	 G1.1/S7.1+/S2mf 
تَسْوِيد	Z99
سُوَيْدِيّ	Z99
مَحَّص	 A7+/Q2.2 B4 A1.1.1 G2.2+/A2.1 P1 B3 X2.4 K5.1@ A12- 
سَوْداوِيّ	Z99
أَخال	Z99
وَضُوء	Z99
أُوكْلاهُوما	 Z2 
مِيرْزا	Z99
مِيرِي	 G1.1c O4.1 Q2.1 
كَمْبِيُوتِرِيّ	 Y2 
أُولِمْبِياد	Z99
أَمْيَز	 E2++ 
فَلّاحِيّ	 F4/S2mf O4.2-/S2mf 
أُولْبرايْت	Z99
أُولُو	 Z8mfn 
مُوصِي	Z99
سُوزان	 Z1f Z3% 
تَعْوِيضِيّ	Z99
سُوس	 L2c F1 
مَيْر	 S8+ A1.1.1 K5.1 I1.1 A10+ 
أَمار	 S8+ O2 I1.1 B5% A1.1.1 K5.1 A10+ 
أَوَّز	 Q2.2/S1.2.4- S7.2- 
مُنْكَمِش	 O4.1 T1.3+ X2.3+ X5.2+ X5.1++ S1.2.1- 
مَيْد	 M1 M2 E4.1- E5- A2.1+ A6.1+ 
إِوَزَّة	 L2mfn F1 L2 
تَعْوِيم	 M1 T2+ I2.2 
أَوْضَع	Z99
تَواضَع	Z99
دانُوب	Z99
دانِيال	 Z1m 
عاهَة	 B2- 
فلادِيمِير	Z99
أُورُجواي	 Z2 
سَوْأَة	 S7.2- A5.1- G2.2- G2.2 
مائِد	 B2-/M4 W3/M4 
أُوغُسطِين	 Z1m 
لَفَّت	 N4 M1 O4.4 A2.1+ B2- K4 T1.3/I3.1 M2 A1.1.1 O4.2- O4.2+ S3.2 O3 
ساح-ُ	 M1 
عَوَّل	 S7.4+ A2.2 S7.1- 
ٱِنْزَلَق	 M1 K6 O2/C1 W3 O2/Y1 I1.1-/A2.1 Y2 A5.1-/A2.1 K2 M2 K5.2 K5.1 L2mfnc F1c 
أُوسْتِن	 Z1mf Z3c 
دائِب	 S7.1- A9- X5.2+ 
فلامِنْغُو	 L2mfn 
دارا	Z99
مُسِيء	 Q2.2/S1.2.4- A1.1.2 G2.2- A5.1+ 
عَوَّم	 M4fn M5 T2+ M4 W4 N5+ 
كَفَن	 B5/L1- A10- 
تَعَنُّت	 A2.1-/X2.1 
تَزَكَّى	Z99
عَلاة	 O2 
بَدَر-ُ	 X2.6- 
خَصِيب	 O4.1 B1 X9.2+ 
أَخْصَب	 N5++ A13.3 N6++ 
شادّ	 Q2.2 
بَدائِيّ	 T2+ Q1.2 T3- A5.4+ A6.2- 
أَكْسَى	 B5 
عُلِيَّة	Z99
مُشَخِّص	 K4/S2.2m A1.1.1/S2mf@ K1/S2mf G2.1-/S2mf T1.2 A1.1.1 T1.1.2 A8 K4 
عِلْيَة	 A11.1+ A11.2+ 
مُسْتَبِدّ	 S7.1+ A1.4 
نَثَّر	 M1 N3.6+/A2.1 T2- 
بَدْرَة	Z99
تَشَدَّق	 S1.2.3+/Q2.2 
تَوْدِيع	 M1 T2+ Q2.2 
بَدْع	 T3- A1.1.1 A2.2 
تَكاسَل	Z99
شَدَه-َ	 X2.5- O2 
كَسْلان	 X5.2-/S1.2 
تَكاسُل	 X5.2- 
خُصّ	 H1 H4 K2 
خَصاص	 W3 N3.3 T1.3 A6.1- A9- M1 A1.1.1 
نُثار	 O2 O1 
لُيُونَة	 O4.5 A2.1+ E3+ B2- 
عَلّان	 Z5 A13.3 
عَلْياء	Z99
خَصْلَة	 A6.2+ A4.2+ O4.1 N2 
تَوْرِيد	 A9- A9+ N4 G2.1 S8+% H5 
خَصَى-ِ	 B2-/S3.2- 
ٱِرْتَمَى	Z99
شَحَن-َ	 M4fn M2 N5+ G3 
بَخِيت	 A1.4+ 
بَحّاث	 P1/S2mf X2.4/S2mf 
مَرام	 X7+ S3.2 Q3 
رَمْيَة	 G3 G3/S2mf K5.1 Y1 C1 Q4.3 X8+ B3@ F2@ M1 M2 A1.1.2 Q1.2 S1.2.6-% A2.2 Q2.2 A1.1.1 X2.5- F1 S3.2 
عامُود	 O2 S5+c Q4.2 H2 
كِشافَة	 X2.4 K1/S5+ G3 M1 
خَضَب-ِ	 O4.3 
وَرْدِيَّة	Z99
مُشاحَنَة	 E3- 
شاحِن	 N5+ G3 Q3 I1.1+ F2++ F3++ I1/A1.4 
وَرْب	 O4.4 X4.1 S5+ W3 
بَخَس-َ	 I1.3-/A2.1 N5- A11.1- X2.1/A5.3- 
أَشْخَص	 Q1.2 M2 
تَشَخَّص	 A8 A10+ A3+ G2.1 K4 Q4 
خَصَم-ِ	 X9.2- X9.2+/G3 X9.2+/S7.3 A12- N5- I1.3- A1.8- 
تَبَخُّر	 A2.1+/I1.3 
عَمَّم	 A4.2- T2++ F4 
خِصام	 A6.1- G3 S1.1.1/E3- Q2.2/A6.1- G2.1 
مِبْخَرَة	Z99
تَبْخِير	Z99
ٱِعْتَمّ	Z99
أَلْيَن	 O4.5 X3.2-- O4.3 S1.2.5-- A12++ 
لُوجِسْتِيّ	 A1.1.1 
عَلَقَة	 O4.5 
شَرِيد	 A9- S7.1- H4- H4-/S2c 
ٱِكْتِساح	 A9+ X9.2+/G3 S7.1+ B2- 
شَوّايَة	 O2 F1 Q2.2 O4.6+ 
لِينا	 Z1f 
شَرَّد	 A9- S7.1- 
شَرَخ-َ	 A5.1+ A1.1.2 X3.2 N3.3--- E4.1+ F3 X9.2+ B2-/X1 Q2.2/E4.1+ O2 S5- 
تَكَسَّر	Z99
مَخْزِيّ	 G2.2- E1 
ٱِنْشَرَح	Z99
عَلْقَمَة	Z99
أَبْرَأ	 G2.2+ A10+ 
برايْتُون	 Z2 
فَوَران	 G3 E3-/A2.1 N3.2+/A2.1 
تَوَحُّش	 E3- 
خُزَعْبَل	 Q2.1 
شَرْطِيّ	 A2.2 Z7 Q3 
وَحْشِيَّة	 E3- 
أَنْجَع	 N5++ A13.3 N6++ 
عَلَّب	 O2 F2% A7+ A1.1.1 F1 A4.1 L2 S8+ A9+/A2.1- 
بَرْبَط	 X3.2/O1.2 O1.2/N5- O4.3 A11.2+ M4 Q4.2/A11.2+ O2 
شَرِس-َ	Z99
نَجَس	 O1 S1.2.4- A5.4- O4.1 G2.2- W5 B2- Y1 
بَرْبارا	 Z1f 
بَرْبَرِيَّة	 G2.2- E3- 
مُخْزِي	 G2.2- X2.2+/G2.2- 
ٱِنْكَسَر	Z99
شاذِلِيّ	Z99
بَدِيهِيَّة	 A6.2+++ X2.1 N2 
خَشْخاش	Z99
بَداوَة	Z99
شَرّ-َ	Z99
عَلْمَن	Z99
تَوَدُّد	 S3.2 X7+ 
شادِي	 P1 K2 
شَدْو	 K2 
خُشُوع	 S1.2.3- 
نَجّاب	 M2/S2mf 
بَدَه-َ	 X2.6- 
نَجَّح	Z99
وَخَّى	 X7+ X2.1 X2.4 X6 S8+ Q4.1 S8+/S2mf K1/S2.1f S7.1+ O2/L2 O3 O1.1 K4/S2mf A2.2 M2 A1.1.1 
مَبَرَّة	 S8+/S5+c S8+ S1.2.2- S8+/S5+ 
عَلّام	 X2.2+ X9.1+ X2.2+/S2mf X9.1+/S2mf 
تَبْرِيرِيّ	 G2.2+ A2.2 O4.1 
نُجار	 T2+ N2 M1 S4 A2.1 A6.2+ A9+ F1 O2 I1.1 
نُجارَة	Z99
بَذْلَة	 B5 G2.1 K5.2 A1.2+ 
خُسْران	 I1.2 A9- S8- L1- A1.1.2 I1.1+/G2.1 
مُكَسَّر	 S5- O4.1 A1.1.2 A1.1.1 A1.9 T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@ 
تَبْذِير	 N5.2+ 
مُشْرَئِبّ	Z99
نَجْدَة	 S8+ Z4 S8+/S2mf Q3 
رَمِيَّة	Z99
شَحّاذ	 I1.1-/S2mf 
خَفِيَّة	 A10- 
كَفاء	 A6.1+ N5+ A1.2+ A5.1+ 
ٱِسْتَخْفَى	 M7/A10- B1 O2 A10- M1 A3- 
عُمُولَة	 A1.1.1 I1.1/I2.2 G1.1 G3/S7.1+ I2.2 
وازِع	 A12- B2- A1.7+ E1-/E3+ E5- 
وِزان	Z99
مَرْضاة	 E4.2+ 
خَلِيلِيّ	 Z5 
باكُو	 O2 I1.1++ A1.8+ 
وَزِين	 A11.1+ N3.5+ X5.2- O4.2- 
خالّ	 S1.2.1+ 
ٱِسْتَرْضَى	 S1.2.1+ 
تَلَفُّظ	 Q3 Q2.2 Q2.1 X3.2 A2.2 
تَشَبَّه	 A6.1+ 
خَفَر	 A15+/I3.2/S2mf O2/A15+ A1.1.1/A15+ X3.4/A15+ S3.1/S2mf S3.1 E5- S1.2.3- 
وازِرَة	 G2.2-/S9 G2.2- G2.1- 
ٱِشْتِباه	 X2.1/A5.1- A7 N5--- A6.1+ 
أَوْزَر	 S8+ O2 I1.1 B5% A1.1.1 K5.1 A10+ S1.2.5+/A2.1 O4.1/A2.1 
نابِغ	 X9.1+ A5.1+++ X9.1+++ O4.3 A5.1++ A11.2+ I1.2 A1.9 
تَخَفَّض	Z99
مُنْخَفَض	 E4.1- B2-/X1 I2.1/N5- O4.4 W4 
عُمَيْلَة	Z99
ٱِشْتَبَه	 A5.1- G2.1- G2.1-/S2mf X2.1/A5.1- A7 
خَفَقان	 B2- X5.2+ I1/K5.1 M1 
بانْكُوك	Z99
خَلَب-ُ	 Q2.2 O4.2+ S3.2 X5.2+ S9% 
ٱِشْتَبَك	 S8- E3- G3 A6.1- X3.2- A1.1.1 S1.1.3+ X5.2+ I3.1 G3@ 
بِئْس	 A1.4- A5.1- 
مُجُون	 S1.2.4- 
كَفْكَف	Z99
نَبَّذ	 X7- T2- M2 M1 S1.1.3- A2.1+ 
أَنْبَذ	 Q4.2c O2 A1.1.1 Q4.1/I2.1c X8+ S7.1+ E6- 
بازَلْت	 O1.1 
خِلْط	 A1.8+ 
مُخَلَّط	 X2.5- O4.1 A6.2- A5.1- 
خَلَّع	 N3.3 M2 A2.1+ A1.1.2 S5-/A2.1 
مَخْلُوط	 O1.1 A6.3+ A4.1 A2.1+ 
وُسْعَة	 N5 N3.6 N3.3 K2 A6.3+ A4.1 M7/K5.1 M7/G3 N2 W3 F1/O2 O4.1 
شاوُول	Z99
راضَى	 S1.2.1+ 
زَلْزَل	 M2 M1 E4.1- E5- A2.1+ A6.1+ 
خِلابَة	 O4.2+ S9% 
تَشَبَّع	Z99
شَبَعا	Z99
مَوْزُون	 N3.5 X2.1 A2.1+ A5.3+ A5.1+ E3+/S1.2.6+ O4.1 O4.1/B1 A6.1+ A11.1 I1.1 S1.2.6+ 
باك	 Z1m 
نَبَس-ُِ	 N5.1+ Q2.1 
تَراضَى	Z99
مُتَشَبِّث	 S1.2.5+ X8+ A2.1-/X2.1 
خالِدِيَّة	Z99
شُبْرا	Z99
كَفّارَة	 S9 I1.2 A5.1+/A2.1 S9/G2.1 
نابِغَة	 X9.1+/S2mf X9.1+ S7.1+/S2.2m X9.1+/S2.2m P1/S2.2m P1 C1/S2.2m S9/S2.2m 
رَنّان	 X3.2 N5+ Q1.3 A8 O4.4 
ٱِعْتَمَر	Z99
أَشْجَع	 E5+/S1.2 
عَمَّر	 S2 A5.1+/A2.1/H1 
خِطابِيّ	Z99
تَبَجُّح	 Q2.2 S1.2.3+ 
شَجاعِيَّة	Z99
مُنْتَبِه	 X5.1+ X2.2+ X2.6+/A15- X2.2+/A15- A1.3+ E6- 
مُورِق	 L3 O4.3 W5 X9.1- M7 G1.1/W5mf K5.1/M7 
مُتَبَتِّل	 S1.1.3-/S2mf S9 A7- 
لَفَّق	 A5.2- X2.1 
تَخَطَّر	 N3.3 N3.7 M1 X9.2+ A2.1+ X6- M2 
شَجِيع	 E5+ S2@m 
نابِي	 G2.2- 
خَطّاط	Z99
تَعْمِيد	 S9 
نِتانْياهُو	Z99
خُضْر	Z99
خَضار	 L3 
تَراضِي	 A6.1+/S1.1.2+ G2.2- 
شَحَت-َ	Z99
نَتانِيا	Z99
عامِد	Z99
نُتُوء	 X3.2+/A2.1 O4.4/A2.1 N5+/A2.1 B2- M1 
ٱِعْتِمادِيّ	 I1 
كِشْك	Z99
كَظَم-ِ	 A10- S7.4- 
مُشْجِر	 L3 
نابِل	 K5.1/S2mf 
أَعْمَش	 O4.5 A12- 
ٱِنْبَتّ	Z99
بَتْر	 B3 I3.1- 
نَبَه-ُ	Z99
رَنَّة	 X3.2 Q1.3 A8 O4.4 Q2.2/X3.2++ F2@ 
بَبْر	 L2mfn 
أَشَتّ	 M1 N3.6+/A2.1 T2- 
شَتَّت	 M1 N3.6+/A2.1 T2- 
كَفاف	 N5.1+ 
أَخْفَت	 X3.2- A10- 
كُفَّة	 O2 M7 T1.2 S7.1+@ A1.1.1 M1 B5 W3 
باتِر	 O4.4 A10+ X9.1+ X5.1+ N3.8+ B2- X3.1 E3- A5.3+ A5.1+ T4 K2 A1.1.1 N5-/A2.1 T2- Q4.3 Q4.2 L3 M7/M3 K5.1 B1 
لِيمُوناد	 F2 
زَلَل	 A5.3- X3.4- 
تَوَرُّم	 X3.2+/A2.1 O4.4/A2.1 N5+/A2.1 B2- M1 
إِخْطار	 Q2.2 X2.2+/A15- A1.3+ 
تَشْجِير	Z99
مُشاجَرَة	 E3- A6.1- Q2.2/A6.1- 
مُتَوَرِّم	 O4.4 
شَجْب	 A1.1.2 
أَوْرَى	 T2+ W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+ O3/W2 M3 O4.6+ X4.1 E1 
أَنْبَه	 X2.2+ X5.2+ B1 A2.2 
وَرَن	Z99
كَعْبِيّ	 O4.4 N2 
مُسْتَوْحِد	 S5- N3.3+ A1.8- A10+ A6.1- 
شَيْخَة	 B3/S2.1f 
تَهاجَم	Z99
قَلَص-ِ	 B3/S2mf N3.2-/A2.1 E2-@ N5-/A2.1 Q2.2 
ٱِسْتِقْرائِيّ	 X2.4 
أَضْرَم	 T2+ W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+ O3/W2 M3 O4.6+ X4.1 E1 
ٱِضْطَرَم	Z99
تِرْمِذِيّ	Z99
نَقْع	 O1.2 B4 F2 A2.1+ W3 A12- 
أَظْهُر	Z99
قَرَنْفُل	 L3 
تُرْكُمان	 Z2 
رِسْل	 N5-/A2.1 
ضارَع	 A6.1+ 
ظَمْآن	 B1/F2 X7+ 
قِرَى	 S1.2.1+ 
مَأَن-َ	 T2++ A2.2 S8+ A9+ A1.1.1 B1 A9- S6+ 
نُقُول	Z99
نَقَم-ِ	Z99
ٱِسْتِقْلاب	 B1 
مُنْقَلَب	 T1.1.3 
نَقْلِيّ	 M2 M3 
جُلَيْدَة	 B1 O2 Q4.3 O2/C1 O1.1 O1.2 B3 
أَرْقَد	Z99
جُلّاس	Z99
ترِيزِيغِيه	Z99
